багор,багоръ
декабрьский,декабрьскiй
декламация,декламацiя
декорация,декорацiя
дела,дѣло
делает,дѣлаетъ
делала,дѣлать
деликатно,деликатно
делить,дѣлить
делишко,дѣлишко
дело,дѣло
деловой,дѣловой
делось,дѣлось
демократ,демократъ
Демосфен,Демосѳенъ
денег,денегъ
денница,Денница
денщик,денщикъ
день,день
деньги,деньги
деньжонки,деньжонки
дергать,дергать
деревенский,деревенскій
деревенщина,деревенщина
деревня,деревня
дерево,дерево
деревянный,деревянный
деревяшка,деревяжка
держава,держава
держать,держать
дерзкий,дерзкiй
десерт,десертъ
дескать,дескать
десница,десница
десятилетие,десятилѣтiе
десятина,десятина
десятиугольный,десятиугольный
десять,десять
деталь,деталь
детвора,дѣтвора
детёныш,дѣтёнышъ
